Data,Casos Confirmats,PCR+TAR,PCR,TAR,EXITUS,Ingressos Hospital dia, INGRESSOS UCI dia,UCI ingressats,Hospitals ingressats,Positivitat,Positius last 7,IA 7,IA 14,RT Proves,RT casos,RT Hospi,Rt UCI,Ingressos UCI 7 dies,Ingressos Hosp 7 dies,Casos/UCI (6 dies),Casos confirmats últims 7 dies,Proves últims 7 dies,Ràtio Hospitalitzats/UCI
01/03/2020,2,22,22,0,0,0,0,0,0,"9,09","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
02/03/2020,5,35,35,0,0,0,0,0,0,"14,29","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
03/03/2020,9,25,25,0,0,0,0,0,0,"36,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
04/03/2020,7,29,29,0,0,0,0,0,0,"24,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
05/03/2020,18,37,37,0,0,0,0,0,0,"48,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
06/03/2020,13,57,57,0,0,0,0,0,0,"22,81","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
07/03/2020,13,83,83,0,2,0,0,0,0,"15,66","23,26","0,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
08/03/2020,7,53,53,0,5,0,0,0,0,"13,21","22,57","0,94","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
09/03/2020,93,109,109,0,5,0,0,0,0,"85,32","40,71","2,09","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
10/03/2020,163,335,335,0,6,0,0,0,0,"48,66","44,67","4,09","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
11/03/2020,207,504,504,0,10,0,0,0,0,"41,07","43,63","6,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
12/03/2020,361,1008,1005,3,18,0,0,0,0,"35,81","39,88","11,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",857,2149,"0,00"
13/03/2020,555,1952,1952,0,30,0,0,0,0,"28,43","34,59","18,24","18,94","19,73","25,91","0,00","0,00","0,00","0,00","0,00",1399,4044,"0,00"
14/03/2020,359,1733,1733,0,45,0,0,0,0,"20,72","30,65","22,75","23,62","19,77","26,04","0,00","0,00","0,00","0,00","0,00",1745,5694,"0,00"
15/03/2020,483,1574,1574,0,46,0,0,0,0,"30,69","30,78","28,96","29,90","22,62","30,85","0,00","0,00","0,00","0,00","0,00",2221,7215,"0,00"
16/03/2020,1327,2259,2259,0,46,0,0,0,0,"58,74","36,89","45,05","47,13","23,83","21,59","0,00","0,00","0,00","0,00","0,00",3455,9365,"0,00"
17/03/2020,1138,2608,2608,0,58,0,0,0,0,"43,63","38,06","57,76","61,85","16,55","14,11","0,00","0,00","0,00","0,00","0,00",4430,11638,"0,00"
18/03/2020,1365,3047,3047,0,82,0,0,0,0,"44,80","39,40","72,86","79,56","12,04","10,87","0,00","0,00","0,00","0,00","0,00",5588,14181,"0,00"
19/03/2020,1460,3496,3496,0,88,0,0,0,0,"41,76","40,12","87,18","98,36","7,76","7,80","0,00","0,00","0,00","0,00","0,00",6687,16669,"0,00"
20/03/2020,1631,3638,3638,0,109,0,0,0,0,"44,83","42,29","101,21","119,45","4,54","5,55","0,00","0,00","0,00","0,00","0,00",7763,18355,"0,00"
21/03/2020,1069,2932,2932,0,123,0,0,0,0,"36,46","43,33","110,47","133,22","3,43","4,86","0,00","0,00","0,00","0,00","0,00",8473,19554,"0,00"
22/03/2020,970,2374,2374,0,155,0,0,0,0,"40,86","44,02","116,82","145,78","2,82","4,03","0,00","0,00","0,00","0,00","0,00",8960,20354,"0,00"
23/03/2020,2324,3717,3717,0,207,0,0,0,0,"62,52","45,65","129,82","174,86","2,33","2,88","0,00","0,00","0,00","0,00","0,00",9957,21812,"0,00"
24/03/2020,1938,4417,4417,0,234,0,0,0,0,"43,88","45,54","140,25","198,01","2,03","2,43","0,00","0,00","0,00","0,00","0,00",10757,23621,"0,00"
25/03/2020,1828,4407,4407,0,270,0,0,0,0,"41,48","44,91","146,28","219,14","1,76","2,01","0,00","0,00","0,00","0,00","0,00",11220,24981,"0,00"
26/03/2020,1829,4514,4514,0,308,0,0,0,0,"40,52","44,57","151,10","238,28","1,56","1,73","0,00","0,00","0,00","0,00","0,00",11589,25999,"0,00"
27/03/2020,1637,4520,4520,0,342,0,0,0,0,"36,22","43,13","151,17","252,39","1,46","1,49","0,00","0,00","0,00","0,00","0,00",11595,26881,"0,00"
28/03/2020,1151,4021,4021,0,333,0,0,0,0,"28,62","41,75","152,24","262,71","1,43","1,38","0,00","0,00","0,00","0,00","0,00",11677,27970,"0,00"
29/03/2020,1010,3312,3312,0,351,0,0,0,0,"30,50","40,53","152,76","269,58","1,42","1,31","0,00","0,00","0,00","0,00","0,00",11717,28908,"0,00"
30/03/2020,1959,5357,5357,0,416,0,0,0,0,"36,57","37,16","148,01","277,82","1,40","1,14","0,00","0,00","0,00","0,00","0,00",11352,30548,"0,00"
31/03/2020,1480,5128,5127,1,395,0,0,0,0,"28,86","34,85","142,03","282,28","1,32","1,01","0,00","0,00","0,00","0,00","0,00",10894,31259,"0,00"
01/04/2020,1409,5067,5067,0,357,0,0,0,0,"27,81","32,82","136,57","282,86","1,28","0,93","0,00","0,00","0,00","0,00","0,00",10475,31919,"0,00"
02/04/2020,1350,5197,5197,0,393,0,0,0,0,"25,98","30,66","130,33","281,42","1,25","0,86","0,00","0,00","0,00","0,00","0,00",9996,32602,"0,00"
03/04/2020,1399,5775,5775,0,386,0,0,0,0,"24,23","28,82","127,22","278,40","1,26","0,84","0,00","0,00","0,00","0,00","0,00",9758,33857,"0,00"
04/04/2020,754,3493,3493,0,354,0,0,0,0,"21,59","28,09","122,05","274,29","1,19","0,80","0,00","0,00","0,00","0,00","0,00",9361,33329,"0,00"
05/04/2020,569,2378,2376,2,347,0,0,0,0,"23,93","27,54","116,30","269,06","1,12","0,76","0,00","0,00","0,00","0,00","0,00",8920,32395,"0,00"
